Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P;2P;2PA;2P;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
184;Nene Hilario;PF;33;WAS;28;7;18.8;3.5;6.5;0.536;0;0;0;3.5;6.4;0.539;0.536;1.8;3.1;0.586;0.9;3.5;4.4;1.4;1;0.5;1.2;3;8.8
186;Jordan Hill;PF;28;IND;49;10;22;4;7.7;0.519;0;0;0;4;7.7;0.52;0.519;1.3;1.9;0.691;2.4;4.4;6.9;1.3;0.6;0.5;1.4;2.3;9.3
194;Richaun Holmes;PF;22;PHI;37;1;14.2;2.5;4.5;0.551;0.2;0.9;0.182;2.3;3.6;0.642;0.569;1;1.5;0.661;1.2;1.4;2.5;0.6;0.3;0.8;0.6;1.7;6.1
199;Kris Humphries;PF;30;WAS;28;14;16.6;2.3;5.6;0.405;0.8;2.4;0.343;1.5;3.3;0.451;0.478;1;1.1;0.935;0.9;3.2;4.1;0.6;0.1;0.5;0.7;1.5;6.4
201;Serge Ibaka;PF;26;OKC;54;54;32.5;5.4;11.1;0.488;0.8;2.1;0.366;4.6;9;0.516;0.523;1.2;1.5;0.768;1.9;4.9;6.7;0.9;0.4;2.2;1.5;2.7;12.7
203;Ersan Ilyasova;PF;28;DET;52;52;27.6;4.2;9.8;0.425;1.5;4.1;0.363;2.7;5.6;0.471;0.502;1.5;2.1;0.725;1.9;3.5;5.4;1.1;0.7;0.5;1.1;2.3;11.3
211;Cory Jefferson;PF;25;PHO;8;0;6.3;1.1;2.8;0.409;0;0.1;0;1.1;2.6;0.429;0.409;0.5;0.8;0.667;0.8;1.3;2;0;0;0.1;0;1;2.8
215;Jonas Jerebko;PF;28;BOS;54;0;13.8;1.4;3.3;0.41;0.5;1.2;0.429;0.9;2.1;0.4;0.486;0.7;0.9;0.75;0.9;2.5;3.4;0.7;0.3;0.1;0.6;1.7;3.9
216;Amir Johnson;PF;28;BOS;52;49;23.3;3.3;5.6;0.579;0.2;0.7;0.265;3.1;5;0.62;0.594;0.8;1.5;0.564;2.3;4;6.3;1.8;0.7;1.1;1.2;2.8;7.5
218;James Johnson;PF;28;TOR;40;19;15.4;2;3.9;0.513;0.3;0.9;0.361;1.7;3;0.559;0.555;0.7;1.2;0.609;0.6;1.7;2.2;1;0.6;0.6;1;1.4;5
226;Terrence Jones;PF;24;HOU;45;11;22.3;3.6;7.9;0.451;0.6;1.8;0.316;3;6.1;0.489;0.486;1.7;2.5;0.67;1.3;3.2;4.5;0.9;0.5;0.8;1;1.8;9.3
235;Ryan Kelly;PF;24;LAL;19;0;13.2;1.8;4.7;0.389;0.3;1.5;0.172;1.6;3.2;0.492;0.417;1.4;2.1;0.667;0.6;3.3;3.9;0.7;0.4;0.4;0.6;0.9;5.3
240;Kosta Koufos;PF;26;SAC;52;9;19.7;3;5.6;0.533;0;0;;3;5.6;0.533;0.533;0.8;1.5;0.579;2.3;3.4;5.7;0.4;0.6;0.9;0.7;2.5;6.8
242;Carl Landry;PF;32;PHI;14;2;11.6;2.9;5.1;0.556;0.1;0.2;0.333;2.8;4.9;0.565;0.563;1.1;1.6;0.652;0.9;1.9;2.7;0.4;0.4;0.4;0.7;1.5;6.9
248;David Lee;PF;32;BOS;30;4;15.7;2.9;6.4;0.453;0;0;0;2.9;6.4;0.455;0.453;1.3;1.7;0.784;1.4;3;4.3;1.8;0.4;0.4;1.3;1.7;7.1
251;Meyers Leonard;PF;23;POR;47;10;23.1;3.4;7.7;0.447;1.4;4;0.344;2;3.6;0.561;0.538;0.6;0.8;0.757;0.9;4.1;5.1;1.6;0.1;0.3;1.3;3;8.8
252;Jon Leuer;PF;26;PHO;43;22;20.2;3.5;7.1;0.485;0.8;1.9;0.402;2.7;5.2;0.516;0.539;0.9;1.2;0.736;1;4.6;5.6;1.3;0.6;0.4;1.2;2;8.6
256;Kevon Looney;PF;19;GSW;2;0;4;1;1.5;0.667;0.5;0.5;1;0.5;1;0.5;0.833;0;0;;0;1;1;0;0;0;0;0.5;2.5
259;Kevin Love;PF;27;CLE;51;51;32.1;5.3;12.7;0.417;2.1;5.6;0.368;3.2;7.1;0.456;0.498;3;3.7;0.801;2.1;8.2;10.3;2.4;0.9;0.6;1.8;2.1;15.7
261;Trey Lyles;PF;20;UTA;50;29;17.1;1.8;4.3;0.419;0.4;1;0.408;1.4;3.4;0.423;0.465;0.6;0.9;0.63;0.9;3;3.9;0.7;0.2;0.2;0.8;1.4;4.6
267;Jarell Martin;PF;21;MEM;2;0;4.5;0.5;2.5;0.2;0;0;;0.5;2.5;0.2;0.2;0;0;;0;0;0;0;0;0;0;1;1
271;Luc Mbah a Moute;PF;29;LAC;51;37;16.4;1.1;2.6;0.415;0.2;0.6;0.379;0.9;2.1;0.425;0.456;0.5;0.8;0.595;0.9;1.5;2.4;0.4;0.5;0.3;0.5;1.3;2.9
272;James Michael McAdoo;PF;23;GSW;25;0;5.9;0.9;1.6;0.55;0;0;;0.9;1.6;0.55;0.55;0.5;1.1;0.481;0.6;0.7;1.3;0.4;0.3;0.2;0.4;0.7;2.3
276;Chris McCullough;PF;20;BRK;2;0;12.5;1.5;4;0.375;0.5;1.5;0.333;1;2.5;0.4;0.438;0;0;;0.5;1;1.5;0;0.5;0.5;1.5;3;3.5
279;Mitch McGary;PF;23;OKC;15;0;4;0.5;1.1;0.471;0;0.2;0;0.5;0.9;0.571;0.471;0.3;0.5;0.5;0.3;0.7;1;0.1;0.1;0.1;0.4;0.6;1.3
283;Josh McRoberts;PF;28;MIA;25;0;14.7;1.1;2.9;0.389;0.1;1;0.125;1;1.9;0.521;0.41;0.8;1;0.731;0.6;2.1;2.7;1.6;0.5;0.2;0.8;1.6;3.1
286;Jordan Mickey;PF;21;BOS;3;0;2;0.7;1;0.667;0;0;;0.7;1;0.667;0.667;1;1;1;0.7;0.3;1;0.3;0;0.3;0;0.3;2.3
293;Paul Millsap;PF;30;ATL;54;54;32.4;6.3;13;0.486;0.9;2.7;0.324;5.4;10.3;0.528;0.519;4.2;5.5;0.766;2.4;6.1;8.6;3.3;1.9;1.4;2.4;2.9;17.7
294;Nikola Mirotic;PF;24;CHI;44;31;24;3.4;8.8;0.386;1.7;4.8;0.354;1.7;4.1;0.422;0.481;2.1;2.7;0.78;1;4.9;5.9;1.4;0.9;0.7;1.5;2;10.6
298;Eric Moreland;PF;24;SAC;5;0;4.8;0.4;0.6;0.667;0;0;;0.4;0.6;0.667;0.667;0;0.4;0;0.2;1;1.2;0;0;0.8;0;0.4;0.8
300;Markieff Morris;PF;26;PHO;37;24;24.8;4.6;11.6;0.397;0.6;2.1;0.289;4;9.6;0.42;0.422;1.8;2.5;0.717;1.2;4.1;5.2;2.4;0.9;0.5;2.4;2.8;11.6
302;Donatas Motiejunas;PF;25;HOU;14;1;13.4;2.2;4.4;0.5;0.5;1.2;0.412;1.7;3.2;0.533;0.556;0.6;1;0.643;0.5;1.6;2.1;1;0.4;0.1;1.8;1.8;5.6
306;Mike Muscala;PF;24;ATL;40;0;11.1;1.5;2.9;0.504;0.3;0.8;0.303;1.2;2.1;0.585;0.548;0.6;0.7;0.793;0.6;1.6;2.2;0.6;0.2;0.5;0.6;1.4;3.7
307;Larry Nance Jr.;PF;23;LAL;40;22;20.3;2.6;4.9;0.541;0;0.1;0.333;2.6;4.8;0.545;0.544;0.5;0.8;0.7;1.5;3.5;5;0.7;0.8;0.3;0.7;2;5.8
312;Andrew Nicholson;PF;26;ORL;36;0;15.3;2.4;5.4;0.438;0.7;2;0.352;1.7;3.4;0.488;0.503;0.7;0.9;0.781;0.7;2.9;3.6;0.3;0.2;0.4;0.8;1.3;6.1
314;Nerlens Noel;PF;21;PHI;46;42;29.3;4.4;8.3;0.533;0;0;;4.4;8.3;0.533;0.533;1.9;3.2;0.584;2.2;6;8.2;1.6;1.7;1.6;2.4;2.6;10.8
316;Steve Novak;PF;32;OKC;7;0;3.4;0.9;1.7;0.5;0.7;1.3;0.556;0.1;0.4;0.333;0.708;0;0;;0;0.6;0.6;0;0;0;0.1;0.1;2.4
317;Dirk Nowitzki;PF;37;DAL;49;49;31;6.3;14.2;0.445;1.6;4.2;0.385;4.7;10;0.471;0.503;3.3;3.6;0.904;0.7;5.9;6.6;1.7;0.7;0.7;1;1.9;17.6
320;Johnny O'Bryant;PF;22;MIL;47;3;14.3;1.4;3.4;0.41;0;0;1;1.4;3.4;0.406;0.413;0.5;0.7;0.667;1.1;1.8;2.9;0.6;0.3;0.1;0.6;1.7;3.3
321;Kyle O'Quinn;PF;25;NYK;43;1;11.2;1.9;4;0.476;0;0.3;0.071;1.9;3.6;0.513;0.479;0.7;0.9;0.769;1.1;2.5;3.7;1.1;0.4;0.7;1;1.7;4.5
328;Jabari Parker;PF;20;MIL;48;44;28.9;4.8;9.7;0.488;0;0.1;0;4.8;9.6;0.496;0.488;1.8;2.3;0.768;1.6;3.1;4.7;1.4;0.8;0.4;1.2;1.8;11.3
332;Patrick Patterson;PF;26;TOR;52;0;24.4;2.4;6;0.395;1.3;3.9;0.348;1;2.1;0.482;0.508;0.2;0.2;0.9;0.8;3.4;4.2;1.1;0.8;0.3;0.8;1.5;6.3
334;Adreian Payne;PF;24;MIN;33;2;9.4;1.1;2.6;0.414;0.2;0.7;0.348;0.8;1.9;0.438;0.46;0.2;0.4;0.667;0.3;1.7;2;0.5;0.3;0.2;0.6;1.5;2.7
344;Bobby Portis;PF;20;CHI;32;0;16.2;3;6.7;0.449;0.2;0.8;0.28;2.8;5.9;0.471;0.465;0.8;1.1;0.714;1.7;2.9;4.6;0.6;0.5;0.4;1;1.7;7
345;Kristaps Porzingis;PF;20;NYK;54;54;28.2;5.1;12;0.426;1.1;3.2;0.349;4;8.8;0.455;0.473;2.6;3;0.848;2.1;5.6;7.7;1.2;0.8;1.9;1.7;2.8;13.9
346;Dwight Powell;PF;24;DAL;52;0;16.4;2.4;4.8;0.5;0;0.2;0.167;2.4;4.6;0.517;0.504;1.8;2.4;0.748;1.3;3.3;4.6;0.7;0.5;0.4;0.7;1.9;6.7
352;Julius Randle;PF;21;LAL;54;33;27.3;4.3;10.4;0.417;0.1;0.4;0.304;4.2;9.9;0.422;0.423;2.3;3.3;0.7;2.2;7.8;10;1.7;0.6;0.4;1.9;3.1;11.1
353;Zach Randolph;PF;34;MEM;48;33;28.9;6;12.2;0.491;0;0.2;0.2;5.9;12;0.496;0.492;2.2;2.9;0.754;2.8;5.2;8;1.6;0.6;0.2;1.5;2;14.2
355;Willie Reed;PF;25;BRK;26;0;10.3;1.8;3.1;0.588;0;0;;1.8;3.1;0.588;0.588;0.6;1.2;0.5;1;1.7;2.7;0.2;0.1;0.5;0.5;1.3;4.2
361;Thomas Robinson;PF;24;BRK;48;0;10.3;1.4;3.2;0.454;0;0;;1.4;3.2;0.454;0.454;0.5;1.1;0.49;1.5;2.4;3.9;0.3;0.4;0.6;0.8;1.2;3.4
362;Glenn Robinson III;PF;22;IND;38;4;11.6;1.4;3.3;0.417;0.3;0.8;0.333;1.1;2.6;0.443;0.457;0.7;1;0.711;0.3;1.3;1.6;0.6;0.4;0.2;0.4;0.5;3.8
374;Luis Scola;PF;35;TOR;52;52;22.9;3.8;8.5;0.45;0.8;1.8;0.432;3;6.7;0.455;0.497;1;1.3;0.785;1.3;3.9;5.3;0.9;0.7;0.4;0.9;2.4;9.4
375;Mike Scott;PF;27;ATL;49;0;14.5;2.5;5.1;0.49;0.8;2;0.408;1.7;3.1;0.542;0.57;0.7;0.9;0.795;0.7;1.8;2.5;1;0.3;0.2;0.6;1.3;6.6
387;Josh Smith;PF;30;TOT;43;2;15.3;2.3;6.3;0.366;0.7;2.3;0.287;1.7;4;0.413;0.419;0.8;1.3;0.589;1;2.7;3.7;1.5;0.6;1;1.3;2.1;6.1
387;Josh Smith;PF;30;LAC;32;1;14.3;2.2;5.6;0.383;0.6;1.8;0.31;1.6;3.8;0.418;0.433;0.8;1.3;0.595;1;2.9;3.9;1.3;0.6;1.1;1.3;1.9;5.7
387;Josh Smith;PF;30;HOU;11;1;17.9;2.8;8.5;0.333;1;3.9;0.256;1.8;4.5;0.4;0.392;0.7;1.3;0.571;0.9;2.2;3.1;2.2;0.7;0.9;1.5;2.5;7.4
390;Marreese Speights;PF;28;GSW;43;0;11.1;2.4;6.2;0.393;0.2;0.5;0.348;2.3;5.7;0.398;0.408;1.2;1.5;0.803;1.1;2.3;3.4;0.7;0.2;0.3;0.9;1.6;6.3
397;Jared Sullinger;PF;23;BOS;54;46;23.4;4.2;9.6;0.432;0.4;1.4;0.269;3.8;8.2;0.46;0.452;1.2;1.9;0.631;2.5;6;8.5;2.3;0.9;0.7;1.3;2.8;9.9
400;Mirza Teletovic;PF;30;PHO;52;1;18.3;3.4;8.1;0.422;2.1;5.1;0.405;1.4;3;0.449;0.549;1.1;1.5;0.776;0.5;2.4;3;1;0.3;0.3;0.8;1.5;10
408;Tristan Thompson;PF;24;CLE;52;22;28.2;3;5.2;0.576;0;0;;3;5.2;0.576;0.576;1.7;2.8;0.614;3.5;6.1;9.5;0.7;0.3;0.4;0.8;2.5;7.7
410;Anthony Tolliver;PF;30;DET;53;2;20;1.8;4.7;0.382;1.4;3.8;0.366;0.4;0.9;0.447;0.53;0.5;0.7;0.641;0.6;2.9;3.5;0.8;0.4;0.2;0.4;1.3;5.5
420;Charlie Villanueva;PF;31;DAL;44;4;12;2.2;5.8;0.383;0.8;3;0.252;1.5;2.8;0.52;0.447;0.4;0.4;0.889;0.4;2.3;2.7;0.5;0.3;0.3;0.6;1.3;5.6
421;Noah Vonleh;PF;20;POR;50;39;16;1.5;3.5;0.429;0.1;0.5;0.16;1.4;3;0.473;0.44;0.5;0.6;0.813;1.3;2.8;4.1;0.5;0.5;0.3;0.6;2;3.6
431;David West;PF;35;SAS;52;15;17.2;3;5.2;0.57;0;0.1;0.333;3;5.2;0.572;0.572;0.7;1;0.76;0.8;3.2;3.9;1.8;0.5;0.6;0.9;1.9;6.7
434;Shayne Whittington;PF;24;IND;4;0;2.5;0.5;0.8;0.667;0;0;;0.5;0.8;0.667;0.667;0;0;;0.3;0.5;0.8;0.5;0.3;0.3;0.5;0.8;1
438;Derrick Williams;PF;24;NYK;54;0;16.9;2.9;6.9;0.429;0.4;1.9;0.225;2.5;5;0.506;0.46;2.6;3.4;0.762;0.6;3.1;3.7;0.9;0.4;0.1;0.6;0.9;8.9
441;Marvin Williams;PF;29;CHO;53;53;29.1;3.7;8.5;0.44;1.7;4.4;0.386;2;4.1;0.498;0.54;1.4;1.6;0.869;1.5;5;6.6;1.4;0.6;1;0.7;1.6;10.5
445;Christian Wood;PF;20;PHI;14;0;8.1;1.4;3.1;0.442;0.3;0.6;0.444;1.1;2.4;0.441;0.488;0.6;0.9;0.692;0.7;1.6;2.3;0.2;0.4;0.4;0.1;0.6;3.6
447;Brandan Wright;PF;28;MEM;7;0;17.1;2.6;4.3;0.6;0;0;;2.6;4.3;0.6;0.6;1.4;2.6;0.556;0.9;2.6;3.4;0.6;0.1;1.4;0.6;1.3;6.6
453;Thaddeus Young;PF;27;BRK;54;54;32.6;6.8;13.2;0.513;0.1;0.4;0.217;6.7;12.7;0.523;0.517;1.5;2.4;0.617;2.5;6.6;9.1;1.7;1.4;0.4;1.9;2.3;15.1
22;Keith Appling;PG;23;ORL;5;0;5.4;0.4;1.6;0.25;0;0.6;0;0.4;1;0.4;0.25;0.4;0.4;1;0;0.2;0.2;0.2;0.2;0;0.6;1;1.2
26;D.J. Augustin;PG;28;OKC;34;0;15.3;1.4;3.6;0.38;0.7;1.8;0.393;0.6;1.8;0.367;0.479;0.8;1;0.765;0.1;1.1;1.3;1.9;0.4;0.1;0.9;1.2;4.2
31;J.J. Barea;PG;31;DAL;49;9;21.9;3.6;8.8;0.415;1.2;3.4;0.361;2.4;5.4;0.449;0.485;1;1.3;0.769;0.3;1.6;1.9;3.9;0.3;0;1.5;1.6;9.5
44;Patrick Beverley;PG;27;HOU;44;36;26.7;3.3;7.8;0.42;1.7;4.1;0.403;1.6;3.7;0.438;0.526;0.7;1.1;0.653;0.9;2.1;3;2.8;1.2;0.3;1.2;3.1;8.9
49;Steve Blake;PG;35;DET;30;0;15.6;1.6;4.1;0.395;1;2.7;0.363;0.7;1.5;0.455;0.512;0.2;0.2;0.714;0.2;1.3;1.5;2.9;0.5;0.1;1.4;1.1;4.4
50;Eric Bledsoe;PG;26;PHO;31;31;34.2;7.2;15.9;0.453;1.5;4.2;0.372;5.6;11.7;0.482;0.502;4.5;5.5;0.802;0.6;3.5;4;6.1;2;0.6;3.5;2.4;20.4
59;Aaron Brooks;PG;31;CHI;42;0;15.9;2.7;6.8;0.394;1;2.8;0.362;1.7;4.1;0.415;0.467;0.7;0.9;0.833;0.4;1.4;1.7;2.4;0.4;0.2;1;2.1;7.1
61;Lorenzo Brown;PG;25;PHO;8;0;7.6;1;3.1;0.32;0.1;1;0.125;0.9;2.1;0.412;0.34;0.4;0.5;0.75;0;0.9;0.9;1.4;0.4;0.1;1.1;0.5;2.5
66;Trey Burke;PG;23;UTA;49;0;23.6;4.6;11;0.423;1.5;4.3;0.347;3.1;6.6;0.472;0.492;1;1.3;0.785;0.3;1.7;2;2.6;0.6;0.1;1.3;1.3;11.8
72;Jose Calderon;PG;34;NYK;51;51;27.6;2.9;6.1;0.469;1.2;2.8;0.407;1.7;3.3;0.524;0.564;0.6;0.6;0.879;0.3;2.8;3.1;4.1;1;0.1;1.2;1.7;7.5
74;Isaiah Canaan;PG;24;PHI;52;24;24.5;3.1;8.8;0.355;2.2;5.9;0.369;0.9;2.9;0.327;0.479;1.8;2.2;0.816;0.2;2;2.2;1.8;0.8;0.2;1.3;1.7;10.2
78;Michael Carter-Williams;PG;24;MIL;49;37;30.4;4.6;10.2;0.453;0.3;0.9;0.289;4.3;9.3;0.469;0.466;2;3;0.664;0.9;4.1;5.1;5.5;1.6;0.7;2.9;2.9;11.5
81;Mario Chalmers;PG;29;TOT;50;5;22;3;7;0.426;0.8;2.4;0.314;2.2;4.6;0.485;0.48;3.2;3.9;0.811;0.3;2.2;2.6;3.8;1.3;0.2;1.9;2.9;9.9
81;Mario Chalmers;PG;29;MIA;6;0;20;1.7;5.3;0.313;0.2;1.8;0.091;1.5;3.5;0.429;0.328;2;2.2;0.923;0.2;2.2;2.3;3.2;1.3;0.2;1.5;2.7;5.5
81;Mario Chalmers;PG;29;MEM;44;5;22.3;3.2;7.2;0.437;0.8;2.5;0.336;2.3;4.7;0.49;0.495;3.3;4.2;0.803;0.4;2.2;2.6;3.9;1.3;0.2;1.9;2.9;10.5
85;Norris Cole;PG;27;NOP;36;14;26;4.2;10.6;0.396;0.7;2.3;0.298;3.5;8.3;0.424;0.429;1;1.2;0.795;0.2;3.1;3.3;3.3;0.8;0.1;1.6;2.2;10.1
86;Darren Collison;PG;28;SAC;48;4;28.2;4.8;10.2;0.475;1.1;2.9;0.381;3.7;7.3;0.513;0.53;2.6;3.1;0.846;0.4;1.8;2.1;3.9;0.9;0;1.7;1.8;13.4
88;Mike Conley;PG;28;MEM;47;47;31.5;5.1;12.3;0.412;1.4;3.9;0.359;3.7;8.4;0.436;0.468;3.4;4;0.845;0.4;2.6;3;6.1;1.2;0.3;1.5;1.8;14.9
91;Bryce Cotton;PG;23;PHO;3;0;11;0.7;2.7;0.25;0;1;0;0.7;1.7;0.4;0.25;0;0;;0;0;0;1;1;0;1.7;0.7;1.3
99;Seth Curry;PG;25;SAC;25;0;10.1;1.1;2.6;0.438;0.5;1.2;0.419;0.6;1.3;0.455;0.539;0.8;1;0.76;0.1;0.6;0.8;0.7;0.4;0;0.5;0.6;3.5
100;Stephen Curry;PG;27;GSW;50;50;33.8;10;19.6;0.508;4.9;10.8;0.454;5.1;8.8;0.574;0.633;5;5.4;0.912;0.9;4.5;5.3;6.6;2.1;0.2;3.3;2;29.8
113;Spencer Dinwiddie;PG;22;DET;9;0;12.3;1.6;3.9;0.4;0.1;0.8;0.143;1.4;3.1;0.464;0.414;1.2;2.1;0.579;0;1;1;1.4;0.2;0;0.6;1.8;4.4
114;Toney Douglas;PG;29;NOP;32;0;15.2;2.1;5.1;0.411;1;2.4;0.403;1.1;2.7;0.419;0.506;0.8;0.9;0.833;0.3;0.9;1.2;1.8;1.1;0;0.6;1.8;5.9
126;Tyler Ennis;PG;21;MIL;24;5;8.7;1;2.5;0.4;0.2;0.6;0.286;0.8;1.9;0.435;0.433;0.4;0.5;0.75;0.1;0.9;1;1;0.3;0;0.6;1;2.5
128;Tyreke Evans;PG;26;NOP;25;25;30.6;5.4;12.6;0.433;1.3;3.4;0.388;4.1;9.2;0.45;0.486;3;3.7;0.796;0.8;4.4;5.2;6.6;1.3;0.3;2.9;2.6;15.2
133;Raymond Felton;PG;31;DAL;54;22;27.1;3.5;8.4;0.415;0.9;2.7;0.329;2.6;5.7;0.456;0.468;1.8;2.1;0.843;0.4;2.9;3.3;3.4;0.9;0.1;1.4;1.6;9.6
136;Tim Frazier;PG;25;POR;35;1;7.8;0.6;1.7;0.333;0.1;0.5;0.176;0.5;1.2;0.395;0.358;0.2;0.4;0.533;0.3;0.8;1.1;1.2;0.3;0;0.8;0.9;1.5
140;Langston Galloway;PG;24;NYK;55;6;25.1;3;7;0.421;1;2.7;0.376;1.9;4.3;0.45;0.494;1.1;1.4;0.789;0.6;3.1;3.7;2.3;0.9;0.2;0.7;2.2;8
156;Jerian Grant;PG;23;NYK;51;0;15.7;1.6;4.7;0.349;0.2;1.1;0.148;1.5;3.6;0.408;0.366;1.3;1.6;0.783;0.3;1.4;1.7;2.4;0.5;0.1;1;1.4;4.7
159;Erick Green;PG;24;TOT;9;0;4.7;0.6;1.4;0.385;0.1;0.6;0.2;0.4;0.9;0.5;0.423;0.2;0.2;1;0.3;0.3;0.7;0.3;0.1;0;0;0.4;1.4
159;Erick Green;PG;24;DEN;3;0;2.3;0;0.3;0;0;0.3;0;0;0;;0;0;0;;0;0.3;0.3;0.3;0;0;0;0;0
159;Erick Green;PG;24;UTA;6;0;5.8;0.8;2;0.417;0.2;0.7;0.25;0.7;1.3;0.5;0.458;0.3;0.3;1;0.5;0.3;0.8;0.3;0.2;0;0;0.7;2.2
170;Devin Harris;PG;32;DAL;40;0;19.6;2.6;5.7;0.46;0.7;2.1;0.337;1.9;3.6;0.531;0.522;1.5;2.2;0.682;0.3;1.8;2.1;2.1;1;0.2;1;2;7.4
185;George Hill;PG;29;IND;46;45;35.2;4.8;10.6;0.45;1.9;4.4;0.431;2.9;6.2;0.463;0.539;1.6;2.1;0.753;0.7;3.1;3.9;3.3;1.3;0.2;1.5;2;13
190;Jrue Holiday;PG;25;NOP;47;14;26.1;5.7;13.1;0.438;1.2;3.5;0.341;4.6;9.6;0.472;0.483;2.4;3;0.799;0.5;2.4;2.9;5.5;1.2;0.4;2.2;2.2;15
198;Marcelo Huertas;PG;32;LAL;29;0;11.4;1.1;2.8;0.39;0.3;0.9;0.296;0.8;1.9;0.436;0.439;0.2;0.2;1;0.3;0.9;1.3;2.4;0.4;0.1;1.1;1.2;2.7
206;Kyrie Irving;PG;23;CLE;26;26;29.8;7.4;16;0.464;1.3;4.3;0.295;6.2;11.7;0.526;0.504;2.8;3.3;0.871;0.9;2.2;3.1;4.5;0.9;0.2;2;1.8;19
207;Jarrett Jack;PG;32;BRK;32;32;32.1;4.4;11.2;0.391;1;3.2;0.304;3.4;8;0.426;0.434;3.1;3.5;0.893;0.3;4;4.3;7.4;1.1;0.2;2.9;2.4;12.8
208;Reggie Jackson;PG;25;DET;53;53;31;7.1;16.1;0.442;1.5;4.1;0.37;5.6;12;0.466;0.489;3.4;4.1;0.83;0.8;2.6;3.4;6.2;0.8;0.1;2.7;2.2;19.1
214;Brandon Jennings;PG;26;DET;23;1;18.1;2.3;6.2;0.373;1;3.3;0.312;1.3;2.8;0.446;0.458;1.2;1.7;0.711;0.2;1.8;2;3;0.5;0.1;1;1;6.8
227;Tyus Jones;PG;19;MIN;10;0;11;1.2;3.6;0.333;0.2;0.5;0.4;1;3.1;0.323;0.361;0.4;0.6;0.667;0.3;1.5;1.8;1.9;0.4;0.1;0.8;0.6;3
229;Cory Joseph;PG;24;TOR;52;0;25.8;3.3;7.1;0.459;0.3;1.2;0.258;3;5.9;0.5;0.481;1.9;2.5;0.75;0.5;2.2;2.6;3.1;0.8;0.3;1.3;1.7;8.8
243;Shane Larkin;PG;23;BRK;50;5;20.6;2.7;6;0.442;0.5;1.5;0.356;2.1;4.6;0.469;0.485;0.8;1;0.804;0.2;2;2.3;3.9;1.2;0.2;1.8;1.6;6.7
245;Zach LaVine;PG;20;MIN;54;7;24.4;4.8;11.1;0.434;1.1;3.1;0.345;3.8;8.1;0.468;0.482;2.1;2.6;0.8;0.4;2.6;2.9;3.2;0.6;0.2;1.9;2.4;12.8
246;Ty Lawson;PG;28;HOU;48;12;23.4;2.2;5.7;0.392;0.6;1.9;0.337;1.6;3.8;0.42;0.449;1.1;1.6;0.705;0.4;1.4;1.8;3.6;0.8;0.1;1.6;1.4;6.3
253;Damian Lillard;PG;25;POR;47;47;36.1;8.2;19.7;0.418;2.9;8.1;0.363;5.3;11.6;0.456;0.492;4.9;5.7;0.861;0.7;3.7;4.4;7.3;1;0.3;3.3;2.4;24.3
254;Jeremy Lin;PG;27;CHO;50;11;26.9;4.1;9.7;0.42;1;3;0.327;3.1;6.7;0.462;0.471;3;3.8;0.8;0.6;2.7;3.3;3.3;0.7;0.6;1.9;2.3;12.1
