Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P;2P;2PA;2P;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
330;Chandler Parsons;SF;27;DAL;47;37;28.3;4.8;10;0.482;1.5;3.7;0.402;3.3;6.3;0.529;0.556;1.4;2.2;0.641;0.4;4;4.4;2.4;0.6;0.3;1.4;1.8;12.6
339;Paul Pierce;SF;38;LAC;48;22;17.7;1.9;5.6;0.343;1.1;3.6;0.314;0.8;2.1;0.394;0.443;0.7;0.9;0.805;0.2;2.6;2.8;1;0.4;0.2;0.8;1.8;5.7
343;Otto Porter;SF;22;WAS;44;42;31;4.8;10.3;0.467;1.2;3.7;0.317;3.6;6.5;0.552;0.524;1.5;1.9;0.765;1.3;3.9;5.2;1.9;1.6;0.3;1;2.3;12.3
351;Tayshaun Prince;SF;35;MIN;53;42;21.3;1.5;3.3;0.474;0.1;0.3;0.214;1.5;3;0.497;0.483;0.2;0.2;0.615;0.4;1.6;2;1;0.5;0.2;0.4;0.9;3.3
365;Terrence Ross;SF;24;TOR;46;7;23.8;3.4;7.7;0.445;1.7;4.4;0.386;1.7;3.3;0.523;0.555;0.6;0.7;0.794;0.3;2.1;2.4;0.7;0.8;0.4;0.7;1.6;9.2
368;Damjan Rudez;SF;29;MIN;21;0;9.4;0.9;2;0.452;0.6;1.5;0.375;0.3;0.5;0.7;0.595;0.3;0.3;1;0.1;0.4;0.5;0.3;0;0;0.5;1;2.7
372;JaKarr Sampson;SF;22;PHI;47;18;14.7;1.8;4.3;0.426;0.1;0.7;0.176;1.7;3.6;0.476;0.441;1.3;2.1;0.639;0.6;2.1;2.7;0.6;0.2;0.3;1.1;1.9;5.1
376;Thabo Sefolosha;SF;31;ATL;49;10;23.7;2.7;5.2;0.518;0.5;1.7;0.309;2.2;3.6;0.614;0.566;0.9;1.3;0.646;0.7;3.8;4.5;1.4;1.2;0.5;0.9;1.3;6.8
381;Kyle Singler;SF;27;OKC;43;1;13.1;1.1;2.9;0.381;0.5;1.4;0.328;0.7;1.5;0.431;0.46;0.5;0.7;0.667;0.6;1.3;1.8;0.2;0.5;0.1;0.5;1.7;3.2
389;Tony Snell;SF;24;CHI;50;29;20.7;2;5.4;0.376;0.9;2.5;0.354;1.1;2.9;0.396;0.459;0.5;0.6;0.893;0.3;3;3.3;0.9;0.3;0.3;0.9;1.5;5.5
393;Lance Stephenson;SF;25;LAC;43;10;15.8;1.9;3.9;0.494;0.4;1.1;0.404;1.5;2.8;0.529;0.551;0.5;0.7;0.7;0.4;2.1;2.5;1.4;0.6;0.1;1.1;1.8;4.7
401;Garrett Temple;SF;29;WAS;49;29;25.6;2.8;7.1;0.399;1.1;3.5;0.324;1.7;3.6;0.472;0.478;1.4;1.9;0.723;0.4;2.2;2.6;1.8;0.9;0.2;0.7;2.4;8.1
404;Lance Thomas;SF;27;NYK;50;5;21.8;3;6.4;0.464;0.7;1.8;0.411;2.2;4.6;0.485;0.522;1.8;2.1;0.868;0.6;1.5;2.1;0.8;0.4;0.1;1;1.8;8.5
412;P.J. Tucker;SF;30;PHO;54;52;30;2.6;6.4;0.405;0.8;2.4;0.346;1.8;4;0.44;0.469;1;1.4;0.747;1.7;4;5.7;1.9;1.3;0.3;1.3;2.4;7
428;T.J. Warren;SF;22;PHO;47;4;22.8;4.7;9.4;0.501;0.6;1.5;0.4;4.1;7.9;0.52;0.533;1;1.4;0.703;1.2;1.9;3.1;0.9;0.8;0.3;0.7;2;11
443;Justise Winslow;SF;19;MIA;50;3;27.8;2.2;5.3;0.418;0.5;1.8;0.258;1.7;3.5;0.5;0.462;0.9;1.2;0.717;0.8;4.2;5.1;1.3;0.7;0.4;1.3;2.4;5.7
446;Metta World Peace;SF;36;LAL;20;3;17.4;1.6;5.2;0.298;0.9;2.6;0.333;0.7;2.7;0.264;0.38;0.8;1.3;0.64;0.6;2;2.6;0.9;0.6;0.5;0.4;1.9;4.8
125;James Ennis;SF-PF;25;TOT;10;0;3.5;0.3;0.8;0.375;0.2;0.5;0.4;0.1;0.3;0.333;0.5;0.5;0.8;0.625;0.2;0.3;0.5;0.3;0.3;0.2;0.2;0.2;1.3
2;Jordan Adams;SG;21;MEM;2;0;7.5;1;3;0.333;0;0.5;0;1;2.5;0.4;0.333;1.5;2.5;0.6;0;1;1;1.5;1.5;0;1;1;3.5
4;Arron Afflalo;SG;30;NYK;47;47;34.1;5.5;12.3;0.451;1.3;3.6;0.373;4.2;8.7;0.484;0.506;1.8;2.1;0.876;0.3;3.3;3.6;1.9;0.4;0.2;1.1;2.3;14.2
14;James Anderson;SG;26;SAC;31;7;10.8;0.8;2.5;0.321;0.3;1.2;0.27;0.5;1.3;0.366;0.385;0.4;0.4;0.917;0.2;1.1;1.3;0.5;0.3;0.3;0.6;0.9;2.3
15;Justin Anderson;SG;22;DAL;33;1;8.7;1;2.5;0.393;0.3;1.3;0.256;0.7;1.2;0.537;0.458;0.4;0.6;0.684;0.1;1.5;1.6;0.3;0.3;0.2;0.4;0.7;2.7
30;Leandro Barbosa;SG;33;GSW;39;0;14.9;2.6;5.8;0.453;0.6;1.6;0.365;2;4.2;0.488;0.504;0.8;0.9;0.833;0.4;1.2;1.6;1.4;0.7;0.2;0.9;1.6;6.6
35;Will Barton;SG;25;DEN;54;1;28.5;5.7;12.5;0.455;1.5;4;0.38;4.2;8.5;0.49;0.516;2.6;3.1;0.855;0.9;5.2;6;2.4;0.9;0.5;1.6;1.8;15.5
37;Nicolas Batum;SG;27;CHO;44;44;35.3;5.1;12.4;0.413;2.1;5.9;0.353;3;6.5;0.467;0.496;2.6;3.1;0.846;0.9;5.6;6.5;5.6;0.9;0.6;3.2;1.7;14.9
38;Jerryd Bayless;SG;27;MIL;36;7;28;3.6;8.6;0.424;2;4.6;0.436;1.6;4;0.41;0.54;1.2;1.6;0.786;0.4;2.4;2.8;3.4;0.9;0.2;1.7;2.2;10.5
41;Bradley Beal;SG;22;WAS;30;20;31.8;7;15;0.463;2.1;5.2;0.397;4.9;9.8;0.498;0.532;2.7;3.5;0.769;0.8;3;3.7;2.9;1;0.3;2.3;2.3;18.7
42;Marco Belinelli;SG;29;SAC;52;7;26.1;3.8;9.7;0.386;1.4;4.7;0.299;2.3;5;0.467;0.458;2;2.4;0.862;0.1;1.7;1.9;2;0.6;0;1.3;1.5;10.9
54;Devin Booker;SG;19;PHO;48;23;23.3;3.7;8.1;0.45;1.2;2.9;0.403;2.5;5.3;0.476;0.522;2.1;2.6;0.824;0.3;1.9;2.2;1.8;0.5;0.1;1.5;2.6;10.6
57;Avery Bradley;SG;25;BOS;50;46;33.1;5.9;13.5;0.441;2.1;5.7;0.374;3.8;7.7;0.491;0.521;1.1;1.4;0.775;0.6;2.1;2.7;2.1;1.5;0.3;1.5;2.1;15.1
62;Markel Brown;SG;24;BRK;35;4;11.5;1.1;3.1;0.349;0.5;1.5;0.327;0.6;1.6;0.368;0.427;0.9;1.2;0.762;0.2;1;1.2;1;0.3;0.1;0.5;1.3;3.6
67;Alec Burks;SG;24;UTA;28;3;27.1;4.8;11.6;0.409;1;2.7;0.387;3.7;8.9;0.416;0.454;3.8;5;0.752;0.6;3;3.6;2.1;0.6;0.1;1.8;2.5;14.3
69;Jimmy Butler;SG;26;CHI;48;48;37.9;7.4;16.2;0.458;1.1;3.3;0.331;6.3;12.9;0.491;0.492;6.4;7.7;0.827;1.1;4.1;5.2;4.3;1.7;0.6;2;1.9;22.4
73;Kentavious Caldwell-Pope;SG;22;DET;50;50;36.9;5.3;12.7;0.421;1.5;4.9;0.311;3.8;7.8;0.49;0.481;2.4;3;0.824;0.9;2.9;3.8;1.8;1.5;0.3;1.5;2.3;14.6
77;Vince Carter;SG;39;MEM;35;0;13.3;1.5;4.1;0.357;0.6;2.2;0.26;0.9;1.9;0.47;0.427;0.7;0.8;0.852;0.3;1.4;1.7;0.7;0.4;0.3;0.5;1.4;4.1
83;Ian Clark;SG;24;GSW;43;1;9.6;1.6;3.6;0.458;0.6;1.4;0.41;1;2.1;0.489;0.539;0.4;0.5;0.905;0.2;0.8;1;1;0.3;0.2;0.7;0.9;4.3
84;Jordan Clarkson;SG;23;LAL;53;53;32.3;6.1;13.5;0.448;1;3;0.346;5;10.5;0.477;0.486;2.2;2.8;0.791;1.2;2.8;3.9;2.5;1.1;0.1;1.8;2.2;15.4
89;Pat Connaughton;SG;23;POR;21;0;2.8;0.2;1;0.19;0.1;0.5;0.2;0.1;0.5;0.182;0.238;0.1;0.1;1;0.2;0.4;0.7;0.1;0.1;0;0.3;0.1;0.6
94;Allen Crabbe;SG;23;POR;53;8;26.2;4.3;9.1;0.475;1.4;3.7;0.371;3;5.5;0.545;0.55;1.2;1.3;0.873;0.3;2.3;2.6;1.2;0.9;0.2;0.9;2.6;11.2
95;Jamal Crawford;SG;35;LAC;53;3;26.4;4.6;11.5;0.4;1.2;3.9;0.317;3.3;7.5;0.443;0.454;3.1;3.4;0.917;0.2;1.5;1.7;2.2;0.5;0.2;1.4;1.5;13.5
98;Jared Cunningham;SG;24;CLE;40;3;8.9;0.8;2.3;0.352;0.3;0.8;0.313;0.6;1.5;0.373;0.407;0.8;1.2;0.625;0.1;0.7;0.7;0.5;0.3;0.1;0.5;0.9;2.6
101;Troy Daniels;SG;24;CHO;27;0;10.6;2;4.3;0.47;1.3;2.6;0.5;0.7;1.7;0.422;0.622;0.1;0.3;0.5;0.2;1.1;1.3;0.4;0.2;0;0.6;1;5.4
106;Bryce Dejean-Jones;SG;23;NOP;11;8;19.9;2.2;5.1;0.429;0.9;2.4;0.385;1.3;2.7;0.467;0.518;1;1.9;0.524;0.7;2.8;3.5;1.1;0.8;0.1;0.6;1.1;6.3
108;Matthew Dellavedova;SG;25;CLE;46;11;26.3;3;7.1;0.423;1.4;3.2;0.432;1.6;3.9;0.416;0.521;0.8;0.9;0.902;0.6;1.9;2.5;4.8;0.7;0.1;1.5;2.3;8.2
110;DeMar DeRozan;SG;26;TOR;52;52;36.1;7.9;17.7;0.447;0.6;1.9;0.337;7.3;15.8;0.461;0.465;7;8.3;0.836;0.8;3.6;4.3;4.1;1;0.3;2.3;2.1;23.4
115;Goran Dragic;SG;29;MIA;44;44;32.3;5;10.6;0.469;0.9;2.8;0.331;4.1;7.9;0.517;0.512;1.3;1.9;0.687;0.6;2.7;3.3;5.3;1;0.2;2.5;2.5;12.2
123;Wayne Ellington;SG;28;BRK;53;19;20.3;2.7;7;0.388;1.1;3.3;0.343;1.6;3.7;0.429;0.469;0.7;0.9;0.826;0.2;2;2.2;0.9;0.6;0.1;0.6;1;7.3
124;Monta Ellis;SG;30;IND;53;53;33.7;5.5;12.7;0.436;1;3.3;0.294;4.6;9.4;0.487;0.475;1.8;2.4;0.762;0.4;2.6;3;4.8;1.8;0.5;2.8;2.1;13.9
135;Randy Foye;SG;32;DEN;54;7;19.8;2.2;6.2;0.351;0.9;3.1;0.296;1.2;3;0.409;0.426;0.7;0.9;0.83;0.3;1.6;1.9;2.1;0.5;0.3;1.1;1.5;6
137;Jimmer Fredette;SG;26;NOP;4;0;3.3;0.3;1;0.25;0;0.3;0;0.3;0.8;0.333;0.25;0;0;;0;0;0;0.3;0.3;0;0.3;0.3;0.5
148;Manu Ginobili;SG;38;SAS;43;0;19.7;3.6;7.9;0.451;1.2;3.1;0.378;2.4;4.7;0.5;0.527;1.7;2.1;0.793;0.5;2.4;3;3.3;1.1;0.2;1.7;1.6;10
151;Archie Goodwin;SG;21;PHO;34;12;20;3.1;7.2;0.43;0.4;1.6;0.283;2.6;5.6;0.471;0.461;2.6;3.7;0.696;0.5;2;2.4;2.2;0.5;0.3;1.8;1.4;9.2
153;Eric Gordon;SG;27;NOP;41;40;33.4;5;12.2;0.409;2.5;6.6;0.375;2.5;5.7;0.448;0.51;2.4;2.8;0.885;0.2;1.9;2.1;2.7;1;0.3;1.6;2.2;14.9
157;Danny Green;SG;28;SAS;53;53;25.7;2.8;7.2;0.382;1.6;4.5;0.359;1.2;2.7;0.421;0.493;0.4;0.5;0.793;0.6;3.3;3.9;1.8;0.8;0.7;1.1;1.5;7.5
160;Gerald Green;SG;30;MIA;47;9;25.8;3.8;9.4;0.399;1.4;4.3;0.319;2.4;5.1;0.467;0.472;1.2;1.6;0.773;0.4;2.3;2.7;1;0.6;0.3;0.9;2;10.1
166;Tim Hardaway;SG;23;ATL;24;0;14.8;1.5;4;0.365;0.5;2;0.245;1;2;0.489;0.427;0.8;0.8;0.947;0.2;1.5;1.7;1;0.4;0.1;0.3;0.8;4.2
167;James Harden;SG;26;HOU;55;55;37.3;8.2;19.1;0.427;2.8;7.9;0.355;5.3;11.2;0.479;0.501;8.9;10.2;0.869;0.8;5.5;6.3;7;1.6;0.7;4.5;2.7;28
171;Gary Harris;SG;21;DEN;48;48;31.1;4.3;9.3;0.462;1.3;3.5;0.365;3;5.7;0.522;0.532;1.2;1.5;0.819;0.6;2.2;2.9;1.8;1.2;0.2;1.4;2;11.1
172;Joe Harris;SG;24;CLE;5;0;3;0.2;0.8;0.25;0.2;0.8;0.25;0;0;;0.375;0;0;;0;0.6;0.6;0.4;0;0;0.2;0.2;0.6
174;Aaron Harrison;SG;21;CHO;13;0;4.2;0.2;0.8;0.2;0.1;0.2;0.333;0.1;0.5;0.143;0.25;0.2;0.5;0.333;0.2;0.4;0.6;0;0.3;0;0.2;0.2;0.5
179;Gerald Henderson;SG;28;POR;45;0;18;2.8;6.7;0.42;0.7;1.9;0.365;2.1;4.8;0.442;0.472;1.4;1.8;0.747;0.4;2.4;2.8;1;0.4;0.3;0.8;0.9;7.7
189;Kirk Hinrich;SG;35;CHI;35;7;15.9;1.3;3.4;0.398;0.7;1.6;0.411;0.7;1.8;0.387;0.496;0.4;0.5;0.938;0.2;1.5;1.7;1.7;0.4;0;0.8;1.8;3.8
191;Justin Holiday;SG;26;ATL;26;1;10.1;0.9;2.8;0.329;0.4;1.7;0.222;0.5;1.1;0.5;0.397;0.2;0.4;0.5;0.2;0.9;1;0.4;0.5;0.2;0.5;0.8;2.4
195;Rodney Hood;SG;23;UTA;50;50;31.4;5.2;12.3;0.423;2;5.5;0.361;3.2;6.9;0.472;0.503;2.5;2.8;0.879;0.4;2.9;3.3;2.6;0.8;0.2;1.6;2.9;14.9
200;R.J. Hunter;SG;22;BOS;24;0;10.3;1;3.1;0.338;0.5;2;0.245;0.5;1;0.52;0.419;0.2;0.3;0.833;0.1;1.2;1.3;0.4;0.5;0.2;0.3;1.2;2.8
202;Andre Iguodala;SG;32;GSW;51;1;27.3;2.9;5.8;0.493;0.9;2.4;0.387;1.9;3.4;0.57;0.574;0.9;1.4;0.638;0.9;3.4;4.3;3.5;1.2;0.3;1.2;1.6;7.5
213;John Jenkins;SG;24;DAL;21;1;9.2;1.4;3.3;0.414;0.1;0.9;0.158;1.2;2.4;0.51;0.436;0.4;0.4;0.889;0.2;0.9;1;0.4;0.1;0;0.5;0.5;3.3
220;Orlando Johnson;SG;26;PHO;2;0;23.5;2.5;9;0.278;0.5;3;0.167;2;6;0.333;0.306;2.5;3;0.833;1.5;3;4.5;0;1;1.5;0.5;2.5;8
222;Tyler Johnson;SG;23;MIA;36;5;24;3.3;6.7;0.488;0.8;1.9;0.386;2.5;4.8;0.529;0.543;1.4;1.8;0.797;0.8;2.3;3;2.2;0.7;0.4;1.3;1.8;8.7
237;Sean Kilpatrick;SG;26;DEN;8;0;10.3;1;2.6;0.381;0.5;2.1;0.235;0.5;0.5;1;0.476;0.9;1;0.875;0.3;0.5;0.8;0.4;0.3;0;0.5;0.9;3.4
238;Brandon Knight;SG;24;PHO;42;41;36.3;7.4;17.3;0.424;2.1;6.2;0.333;5.3;11.1;0.475;0.484;2.9;3.4;0.847;0.6;3.1;3.7;5.1;1.3;0.3;3.5;2.4;19.7
239;Kyle Korver;SG;34;ATL;53;53;30.2;3.3;7.8;0.428;1.9;5;0.386;1.4;2.8;0.503;0.552;0.7;0.9;0.826;0.2;3.3;3.5;2.2;0.9;0.5;1.4;2;9.3
241;Jeremy Lamb;SG;23;CHO;43;0;20.8;4.2;9;0.463;1;3.1;0.316;3.2;5.9;0.539;0.517;1.2;1.5;0.781;0.8;3.4;4.2;1.3;0.6;0.4;0.8;1.6;10.5
247;Courtney Lee;SG;30;MEM;51;37;29.2;3.8;8.2;0.458;1;2.7;0.37;2.8;5.5;0.502;0.519;1.5;1.8;0.826;0.4;1.9;2.3;1.5;1;0.3;1;1.5;10
264;Devyn Marble;SG;23;ORL;8;0;2.5;0.1;0.8;0.167;0;0.3;0;0.1;0.5;0.25;0.167;0;0.1;0;0.1;0.3;0.4;0;0.1;0;0.1;0.3;0.3
268;Kevin Martin;SG;32;MIN;35;12;22.6;3.5;9.2;0.375;1;2.8;0.364;2.4;6.4;0.379;0.43;3.3;3.8;0.886;0.3;1.8;2;1.3;0.5;0;1;1.7;11.3
269;Wesley Matthews;SG;29;DAL;51;51;33.1;4.2;10.8;0.384;2.3;6.5;0.348;1.9;4.3;0.438;0.489;1.5;1.8;0.848;0.4;2.5;2.9;1.9;1;0.3;1;2.2;12.1
270;O.J. Mayo;SG;28;MIL;31;14;26.6;3.2;8.7;0.369;1.1;3.9;0.287;2.1;4.8;0.436;0.434;1;1.2;0.789;0.3;2.2;2.5;3.1;1.1;0.2;1.6;2.8;8.5
274;C.J. McCollum;SG;24;POR;52;52;35;8.1;18.3;0.442;2.4;6.1;0.392;5.7;12.1;0.468;0.508;2.1;2.7;0.797;0.6;3;3.6;4.2;1.2;0.3;2.3;2.4;20.7
277;K.J. McDaniels;SG;22;HOU;16;0;3.9;0.5;1.6;0.308;0.1;0.4;0.286;0.4;1.2;0.316;0.346;0.4;0.6;0.667;0.3;0.6;0.8;0.1;0.2;0.3;0.3;0.8;1.5
281;Ben McLemore;SG;22;SAC;49;41;21;2.8;6.2;0.451;0.9;2.5;0.372;1.9;3.7;0.503;0.525;1.2;1.7;0.732;0.5;1.6;2.1;1.2;0.8;0.1;1.4;2;7.7
284;Jodie Meeks;SG;28;DET;2;0;8.5;0.5;2.5;0.2;0;0;;0.5;2.5;0.2;0.2;0;0;;0.5;0.5;1;0;0;0;0.5;1;1
287;Khris Middleton;SG;24;MIL;54;54;36.1;6.2;14.4;0.43;1.9;4.8;0.405;4.3;9.6;0.442;0.497;3.6;4.1;0.873;0.6;3.2;3.8;4;1.3;0.2;2.1;2.6;17.9
292;Elijah Millsap;SG;28;UTA;20;0;8.7;0.6;2;0.282;0.1;0.6;0.083;0.5;1.4;0.37;0.295;0.7;0.9;0.722;0.3;1.5;1.8;1;0.4;0.2;0.5;1.7;1.8
296;Luis Montero;SG;22;POR;7;0;3.3;0.7;1.9;0.385;0.1;0.7;0.2;0.6;1.1;0.5;0.423;0.3;0.3;1;0;0.3;0.3;0.1;0;0;0.3;0.1;1.9
297;E'Twaun Moore;SG;26;CHI;40;8;18.7;2.6;5.4;0.479;0.6;1.5;0.431;2;4;0.497;0.537;0.4;0.7;0.571;0.3;1.6;1.9;1.3;0.6;0.3;0.8;1.5;6.2
301;Anthony Morrow;SG;30;OKC;48;5;14.5;2;4.9;0.41;1.2;3;0.406;0.8;1.9;0.418;0.534;0.4;0.4;0.81;0.2;0.9;1.1;0.3;0.4;0.1;0.2;1;5.6
305;Shabazz Muhammad;SG;23;MIN;54;0;20.2;3.5;7.7;0.458;0.5;1.8;0.278;3;5.9;0.513;0.49;2.1;2.7;0.784;1;2.1;3.1;0.5;0.3;0.1;0.9;1.2;9.7
309;Gary Neal;SG;31;WAS;40;2;20.2;3.8;8.1;0.465;1;2.5;0.41;2.8;5.6;0.489;0.528;1.2;1.4;0.855;0.3;1.8;2.1;1.2;0.5;0;0.7;1.4;9.8
323;Victor Oladipo;SG;23;ORL;48;28;31.3;5.2;12.5;0.416;1.4;3.9;0.346;3.9;8.6;0.448;0.47;2.6;3.1;0.837;0.5;4.1;4.6;4;1.3;0.6;2.3;2.3;14.3
331;Lamar Patterson;SG;24;ATL;35;0;11.3;0.8;2.3;0.35;0.3;1.4;0.245;0.5;0.9;0.516;0.425;0.5;0.6;0.727;0.1;1.3;1.4;1.1;0.3;0.1;0.7;1.3;2.4
347;Norman Powell;SG;22;TOR;24;4;6.5;0.6;2.1;0.275;0;0.5;0.083;0.5;1.6;0.333;0.284;0.1;0.2;0.6;0.3;0.8;1.1;0.3;0.4;0;0.3;0.8;1.3
354;J.J. Redick;SG;31;LAC;49;49;28.3;5.4;11.5;0.475;2.7;5.6;0.476;2.8;5.9;0.474;0.591;2.9;3.3;0.87;0.1;1.6;1.7;1.4;0.5;0;1.1;1.8;16.4
356;Josh Richardson;SG;22;MIA;23;1;11.5;0.6;2.3;0.259;0.2;1.1;0.2;0.4;1.3;0.31;0.306;0.5;0.7;0.688;0.2;1;1.1;0.8;0.3;0.2;0.5;1.5;1.9
357;Austin Rivers;SG;23;LAC;46;5;21.6;3.2;7.3;0.438;0.7;2.5;0.284;2.5;4.8;0.518;0.487;0.9;1.3;0.677;0.3;1.5;1.8;1.3;0.7;0.2;0.9;2.1;8.1
358;Andre Roberson;SG;24;OKC;45;45;21.7;2;4.1;0.495;0.4;1.4;0.274;1.6;2.7;0.607;0.541;0.5;0.8;0.611;1.1;2.2;3.3;0.8;0.9;0.7;0.6;1.8;4.9
369;Brandon Rush;SG;30;GSW;43;23;15.4;1.8;3.9;0.45;1;2.3;0.45;0.7;1.6;0.449;0.583;0.3;0.5;0.65;0.3;2.4;2.7;0.9;0.3;0.3;0.5;0.8;4.9
379;Iman Shumpert;SG;25;CLE;30;0;24.1;2.4;6.1;0.388;0.9;2.9;0.322;1.4;3.2;0.448;0.464;0.5;0.7;0.682;0.5;2.8;3.3;1.5;1;0.4;1.2;2.2;6.2
380;Jonathon Simmons;SG;26;SAS;39;0;14.4;2.2;4.4;0.503;0.4;0.9;0.412;1.8;3.5;0.526;0.544;1.2;1.6;0.77;0.3;1.3;1.6;1.2;0.4;0.1;1;2;6
385;J.R. Smith;SG;30;CLE;48;48;30.5;4.8;11.6;0.413;2.7;6.7;0.402;2.1;4.9;0.427;0.529;0.6;1.1;0.596;0.6;2.3;2.9;1.5;1.1;0.4;0.8;2.8;12.9
392;Nik Stauskas;SG;22;PHI;47;26;24;2.6;7;0.376;1.4;4.3;0.333;1.2;2.6;0.447;0.48;0.9;1.2;0.714;0.2;2.1;2.3;1.8;0.6;0.3;1.2;1.4;7.5
402;Jason Terry;SG;38;HOU;45;7;16.8;2.1;4.9;0.423;1.3;3.6;0.363;0.8;1.3;0.583;0.555;0.4;0.6;0.8;0.2;0.9;1.1;1.3;0.7;0.1;0.7;1.4;5.9
405;Hollis Thompson;SG;24;PHI;51;2;26.9;3.2;7.9;0.408;1.7;4.5;0.387;1.5;3.4;0.436;0.519;0.7;1.1;0.679;0.6;2.7;3.3;1.1;0.4;0.3;1.2;2.3;8.9
407;Klay Thompson;SG;25;GSW;50;50;32.8;7.7;16.5;0.469;3.2;7.7;0.42;4.5;8.8;0.511;0.567;2.6;3.1;0.845;0.4;3.4;3.7;2.2;0.5;0.7;1.9;2;21.3
409;Marcus Thornton;SG;28;HOU;47;6;18.8;3.7;9.3;0.4;1.6;4.6;0.338;2.1;4.7;0.461;0.484;1.1;1.2;0.879;0.7;1.8;2.4;1.4;0.7;0.1;0.9;1.6;10
413;Evan Turner;SG;27;BOS;55;4;27.1;4;8.9;0.444;0.2;1.1;0.145;3.8;7.8;0.487;0.453;1.8;2.1;0.843;0.6;4.1;4.7;4.4;0.9;0.3;2.1;1.6;9.9
419;Rashad Vaughn;SG;19;MIL;46;0;11.8;0.9;2.9;0.321;0.6;1.6;0.351;0.4;1.3;0.283;0.418;0.2;0.3;0.917;0.2;1;1.2;0.3;0.3;0.2;0.4;0.9;2.7
423;Sasha Vujacic;SG;31;NYK;38;8;12.8;1.3;4.1;0.327;0.6;2;0.286;0.8;2.1;0.367;0.397;0.5;0.7;0.76;0.4;1.6;2.1;1.2;0.6;0.1;0.7;1.3;3.8
424;Dwyane Wade;SG;34;MIA;50;49;30.2;7.3;15.9;0.458;0.1;0.6;0.219;7.2;15.3;0.468;0.462;4;5.2;0.765;1.3;2.8;4;4.7;1;0.5;2.6;1.4;18.7
425;Dion Waiters;SG;24;OKC;54;10;28.2;3.7;9.2;0.401;1.1;3;0.356;2.6;6.2;0.423;0.459;1.5;2;0.725;0.5;2.4;2.8;1.9;1;0.2;1.5;1.9;9.9
430;Sonny Weems;SG;29;PHO;31;0;11.8;1;2.5;0.385;0.4;1;0.433;0.5;1.5;0.354;0.468;0.2;0.4;0.636;0.2;1.1;1.2;1.3;0.3;0;1.1;1.1;2.6
435;Andrew Wiggins;SG;20;MIN;53;53;35.1;7.4;16.5;0.447;0.6;2.4;0.244;6.8;14.2;0.481;0.465;5.4;7.2;0.744;1.5;2.1;3.7;1.8;0.8;0.6;2.2;2.2;20.8
436;C.J. Wilcox;SG;25;LAC;8;0;2.9;0.4;1.5;0.25;0;0.1;0;0.4;1.4;0.273;0.25;0;0;;0;0.3;0.3;0.3;0;0;0;0.1;0.8
440;Lou Williams;SG;29;LAL;52;34;29.8;4.3;10.7;0.4;1.6;4.7;0.333;2.7;6;0.453;0.474;5.3;6.3;0.838;0.4;2.3;2.7;2.6;1;0.3;1.6;1.7;15.4
450;James Young;SG;20;BOS;20;0;8.1;0.5;1.6;0.323;0.3;1.1;0.238;0.3;0.5;0.5;0.403;0.1;0.2;0.25;0.2;1;1.1;0.4;0.3;0.1;0.2;0.7;1.3
452;Nick Young;SG;30;LAL;44;0;18.8;2.4;6.9;0.354;1.5;4.3;0.335;1;2.5;0.387;0.46;0.9;1.1;0.83;0.3;1.5;1.8;0.6;0.5;0.1;0.5;0.9;7.2
